sim_time,power
782416.0,1.1498385330900014
785616.0,1.143287163070001
788816.0,1.1481195151500003
792016.0,1.1403719611300005
795216.0,1.1494126585199993
798416.0,1.1440685625100002
801616.0,1.1464082972000007
804816.0,1.1417131256400008
808016.0,1.1489506410300017
811216.0,1.1472672316000008
814416.0,1.148762305370001
817616.0,1.1380051363500012
820816.0,1.14962983673
824016.0,1.1473785775800014
827216.0,1.1486695420900013
830416.0,1.1364143056099998
833616.0,1.1472009484400019
836816.0,1.1468230118099996
840016.0,1.1516524878900007
843216.0,1.1377404066099999
846416.0,1.1483803056900008
849616.0,1.146837736130001
852816.0,1.1496346828300013
856016.0,1.1402020991700006
859216.0,1.1466465719900008
862416.0,1.1451608042100005
865616.0,1.14825104054
868816.0,1.1397822040500003
872016.0,1.1504974750900008
875216.0,1.1435810593900015
878416.0,1.1490643156000004
881616.0,1.1418572373100009
884816.0,1.1498385330900014
888016.0,1.143287163070001
891216.0,1.1481195151500003
894416.0,1.1403719611300005
897616.0,1.1494126585199993
900816.0,1.1440685625100002
904016.0,1.1464082972000007
907216.0,1.1417131256400008
910416.0,1.1489506410300017
913616.0,1.1472672316000008
916816.0,1.148762305370001
920016.0,1.1380051363500012
923216.0,1.14962983673
926416.0,1.1473785775800014
929616.0,1.1486695420900013
932816.0,1.1364143056099998
936016.0,1.1472009484400019
939216.0,1.1468230118099996
942416.0,1.1516524878900007
945616.0,1.1377404066099999
948816.0,1.1483803056900008
952016.0,1.146837736130001
955216.0,1.1496346828300013
958416.0,1.1402020991700006
961616.0,1.1466465719900008
964816.0,1.1451608042100005
968016.0,1.14825104054
971216.0,1.1397822040500003
974416.0,1.1504974750900008
977616.0,1.1435810593900015
980816.0,1.1490643156000004
984016.0,1.1418572373100009
987216.0,1.1498385330900014
990416.0,1.143287163070001
993616.0,1.1481195151500003
996816.0,1.1403719611300005
1000016.0,1.1494126585199993
1003216.0,1.1440685625100002
1006416.0,1.1464082972000007
1009616.0,1.1417131256400008
1012816.0,1.1489506410300017
1016016.0,1.1472672316000008
1019216.0,1.148762305370001
1022416.0,1.1380051363500012
1025616.0,1.14962983673
1028816.0,1.1473785775800014
1032016.0,1.1486695420900013
1035216.0,1.1364143056099998
1038416.0,1.1472009484400019
1041616.0,1.1468230118099996
1044816.0,1.1516524878900007
1048016.0,1.1377404066099999
1051216.0,1.1483803056900008
1054416.0,1.146837736130001
1057616.0,1.1496346828300013
1060816.0,1.1402020991700006
1064016.0,1.1466465719900008
1067216.0,1.1451608042100005
1070416.0,1.14825104054
1073616.0,1.1397822040500003
1076816.0,1.1504974750900008
1080016.0,0.2762937696300014
1083216.0,0.0
1086416.0,0.0
1089616.0,0.0
1092816.0,0.0
1096016.0,0.0
1099216.0,0.0
1102416.0,0.0
1105616.0,0.0
1108816.0,0.0
1112016.0,0.0
1115216.0,0.0
1118416.0,0.0
1121616.0,0.0
1124816.0,0.0
1128016.0,0.0
1131216.0,0.0
1134416.0,0.0
1137616.0,0.0
1140816.0,0.0
1144016.0,0.0
1147216.0,0.0
1150416.0,0.0
1153616.0,0.0
1156816.0,0.0
1160016.0,0.0
1163216.0,0.0
1166416.0,0.0
1169616.0,0.0
1172816.0,0.0
1176016.0,0.0
1179216.0,0.0
1182416.0,0.0
1185616.0,0.0
1188816.0,0.0
1192016.0,0.0
1195216.0,0.0
1198416.0,0.0
1201616.0,0.0
1204250.75,0.0
